,Age,Education_Level,Time_of_service,Time_since_promotion,growth_rate,Travel_Rate,Post_Level,Pay_Scale,Work_Life_balance,VAR1,VAR2,VAR3,VAR4,VAR5,VAR6,VAR7,Attrition_rate,Gender_F,Gender_M,Relationship_Status_Married,Relationship_Status_Single,Hometown_Clinton,Hometown_Franklin,Hometown_Lebanon,Hometown_Springfield,Hometown_Washington,Unit_Accounting and Finance,Unit_Human Resource Management,Unit_IT,Unit_Logistics,Unit_Marketing,Unit_Operarions,Unit_Production,Unit_Purchasing,Unit_Quality,Unit_R&D,Unit_Sales,Unit_Security,Decision_skill_possess_Analytical,Decision_skill_possess_Behavioral,Decision_skill_possess_Conceptual,Decision_skill_possess_Directive,Compensation_and_Benefits_type0,Compensation_and_Benefits_type1,Compensation_and_Benefits_type2,Compensation_and_Benefits_type3,Compensation_and_Benefits_type4
3508,59.0,4,24.0,4,46,2,4,1.0,1.0,3,0.7516,1.8688,2.0,3,7,2,0.2666,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3509,47.0,2,12.0,2,31,0,5,7.0,1.0,3,-0.1048,-1.615,2.0,3,5,3,0.0444,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3510,42.0,2,14.0,3,73,1,2,9.0,1.0,4,0.7516,0.7075,2.0,4,6,4,0.064,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3511,47.0,4,15.0,3,54,0,2,8.0,1.0,3,0.7516,-0.4537,2.0,2,8,3,0.5004,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
3512,48.0,4,21.0,4,62,0,4,4.0,2.0,3,-0.1048,-2.7762,2.0,3,7,5,0.2157,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3513,20.0,3,1.0,1,42,1,3,5.0,3.0,3,-0.1048,0.7075,2.0,4,8,3,0.185,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3514,45.0,4,12.0,4,43,1,5,4.0,1.0,3,-1.8176,0.7075,3.0,2,5,2,0.0849,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3515,30.0,1,7.0,2,65,1,2,8.0,3.0,3,0.7516,0.7075,1.895976122042892,3,8,1,0.1156,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
3516,29.0,4,6.0,1,34,1,3,1.0,2.0,2,-0.1048,-1.615,2.0,2,8,3,0.0389,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3517,26.0,3,3.0,2,27,0,1,5.0,1.0,2,0.7516,-1.615,2.0,4,7,2,0.1294,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
3518,54.0,1,17.0,3,74,1,2,7.0,3.0,3,-0.9612,0.7075,3.0,5,8,3,0.2339,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3519,54.0,5,15.0,1,51,0,5,5.0,4.0,2,-0.1048,0.7075,1.0,2,8,3,0.5371,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3520,32.0,3,4.0,2,49,1,3,2.0,1.0,1,-0.1048,-0.4537,2.0,4,8,4,0.1433,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3521,64.0,1,34.0,3,29,1,5,4.0,1.0,2,1.6081,0.7075,2.0,4,7,3,0.0795,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3522,38.0,4,10.0,3,20,1,2,6.0,4.0,3,0.7516,0.7075,3.0,2,8,2,0.738,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3523,44.0,2,19.0,3,55,1,3,5.0,3.0,2,0.0026529002824244937,0.7075,2.0,3,5,3,0.2368,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3524,30.0,2,8.0,4,49,1,2,3.0,2.0,3,0.7516,0.7075,3.0,3,6,3,0.2319,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3525,42.0,3,20.0,4,25,1,3,9.0,4.0,3,-0.1048,-0.4537,2.0,2,9,5,0.0678,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3526,50.0,5,24.0,4,52,1,2,5.0,4.0,4,0.7516,0.7075,2.0,2,7,3,0.1387,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3527,58.0,1,19.0,3,22,2,3,6.0,2.0,2,0.7516,0.7075,1.895976122042892,4,8,3,0.2674,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3528,49.0,4,13.0,1,73,1,4,5.0,1.0,3,0.7516,-0.4537,1.0,3,8,4,0.7107,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3529,40.0,1,12.0,1,23,0,3,6.0,3.0,3,-0.9612,-0.4537,3.0,3,6,2,0.1432,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3530,20.0,4,1.0,1,54,0,2,8.0,3.0,3,-0.9612,0.7075,1.0,4,8,3,0.1549,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3531,25.0,4,6.0,4,70,1,4,6.0,3.0,3,0.7516,-0.4537,2.0,4,5,5,0.0747,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3532,33.0,3,9.0,2,42,0,1,10.0,1.0,3,-1.8176,-0.4537,2.0,4,7,3,0.2863,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3533,27.0,1,3.0,2,23,1,4,3.0,4.0,3,-0.1048,-0.4537,1.0,3,8,3,0.2323,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
3534,60.0,4,32.0,1,48,0,2,4.0,5.0,3,0.7516,0.7075,2.0,4,8,3,0.2332,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3535,33.648936170212764,3,7.0,2,65,1,2,2.0,4.0,5,0.0026529002824244937,-0.4537,2.0,2,7,3,0.1108,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3536,40.0,3,17.0,2,71,2,4,2.0,1.0,3,-0.1048,-0.4537,2.0,4,8,3,0.1868,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3537,62.0,3,36.0,4,41,1,1,2.0,1.0,4,1.6081,-0.4537,2.0,3,8,3,0.1539,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
3538,30.0,3,6.0,1,37,2,2,3.0,5.0,3,-0.1048,-1.615,1.0,2,7,4,0.7912,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3539,25.0,3,6.0,4,32,0,4,5.0,2.0,4,-0.1048,1.8688,1.895976122042892,3,8,1,0.1872,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3540,35.0,3,10.0,3,21,1,3,6.0,2.0,4,0.7516,-0.4537,2.0,3,8,3,0.0676,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3541,31.0,3,3.0,3,30,1,1,7.0,3.0,3,0.0026529002824244937,0.7075,2.0,1,8,4,0.0088,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3542,28.0,4,6.0,1,24,2,3,5.0,4.0,3,-0.1048,-1.615,3.0,4,6,3,0.0431,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3543,53.0,4,26.0,4,31,1,1,5.0,2.0,2,0.7516,0.7075,2.0,3,8,3,0.6284,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3544,44.0,4,6.0,2,63,0,1,7.0,3.0,3,-1.8176,1.8688,2.0,2,8,2,0.1052,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3545,28.0,2,5.0,2,50,0,5,8.0,3.0,3,0.7516,-0.4537,2.0,4,7,4,0.1829,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3546,23.0,3,4.0,2,71,1,1,8.0,3.0,3,0.7516,0.7075,2.0,2,5,3,0.0853,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
3547,21.0,2,2.0,2,48,1,3,6.0,2.0,4,-0.1048,-0.4537,2.0,2,7,3,0.0337,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3548,23.0,2,4.0,4,30,2,2,7.0,3.0,1,-0.1048,-0.4537,2.0,3,8,3,0.1867,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3549,60.0,3,21.0,1,35,1,5,8.0,2.0,4,1.6081,-1.615,1.0,2,6,3,0.0921,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
3550,50.0,3,25.0,4,47,1,5,7.0,1.0,4,1.6081,1.8688,2.0,4,6,4,0.0357,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3551,26.0,4,3.0,1,44,1,1,6.0,2.0,4,-0.1048,-0.4537,2.0,2,6,1,0.0686,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3552,64.0,4,40.0,2,34,0,3,8.0,4.0,3,-0.1048,0.7075,1.0,3,7,3,0.1905,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3553,54.0,2,17.0,2,73,1,3,5.0,2.0,4,-1.8176,0.7075,2.0,2,8,4,0.0822,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3554,54.0,4,20.0,4,24,0,5,8.0,2.0,3,0.7516,-0.4537,1.0,4,8,5,0.1113,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3555,26.0,3,4.0,2,25,0,3,1.0,2.0,3,-1.8176,0.7075,2.0,1,8,3,0.1342,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3556,45.0,2,16.0,2,68,0,4,4.0,3.0,2,-1.8176,-0.4537,2.0,2,8,5,0.2635,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3557,30.0,3,7.0,2,32,0,2,10.0,3.0,3,-0.9612,1.8688,2.0,2,8,4,0.0847,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3558,55.0,3,21.0,4,58,0,2,4.0,3.0,3,-1.8176,-0.4537,1.895976122042892,3,9,3,0.0884,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3559,22.0,3,3.0,3,40,1,2,8.0,3.0,4,-0.1048,-0.4537,2.0,4,7,4,0.1214,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3560,25.0,4,6.0,2,53,0,2,8.0,2.0,4,-0.1048,-0.4537,2.0,2,5,3,0.013,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
3561,65.0,3,27.0,1,28,1,4,3.0,1.0,3,0.7516,0.7075,1.0,3,9,2,0.2896,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3562,22.0,1,3.0,1,43,1,1,7.0,1.0,3,-0.9612,0.7075,2.0,2,6,3,0.0038,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3563,39.0,1,16.0,4,70,0,3,9.0,4.0,3,0.7516,1.8688,2.0,2,7,5,0.1603,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3564,49.0,4,21.0,4,45,1,4,8.0,1.0,3,-0.1048,-1.615,3.0,2,9,3,0.1717,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3565,42.0,3,15.0,3,54,1,3,6.0,1.0,3,-0.1048,0.7075,2.0,2,8,4,0.0774,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3566,50.0,3,22.0,1,41,1,2,9.0,3.0,3,0.7516,-0.4537,2.0,1,8,3,0.1644,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3567,19.0,2,0.0,0,33,0,1,10.0,4.0,4,0.7516,-0.4537,1.0,3,8,4,0.2851,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3568,37.0,3,12.0,3,43,1,3,6.0,2.0,4,0.7516,-2.7762,3.0,4,8,3,0.7922,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3569,49.78787878787879,4,19.0,3,32,1,1,5.0,3.0,3,0.7516,-0.4537,2.0,2,7,5,0.1729,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3570,28.0,1,4.0,1,40,1,2,6.0,3.0,2,0.7516,-0.4537,2.0,4,8,4,0.8497,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3571,25.0,4,6.0,4,23,0,2,4.0,4.0,3,0.7516,-0.4537,1.895976122042892,4,5,2,0.1669,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3572,38.0,4,12.0,4,64,0,2,6.0,1.0,3,0.7516,-1.615,2.0,3,8,1,0.1543,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3573,35.0,3,11.0,2,66,1,4,4.0,3.0,3,-0.9612,0.7075,1.0,3,8,4,0.0781,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3574,23.0,3,4.0,2,43,2,4,7.0,4.0,3,-1.8176,-0.4537,1.0,1,7,3,0.0712,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3575,57.0,4,29.0,4,28,0,4,8.0,1.0,3,1.6081,-0.4537,2.0,3,6,3,0.0979,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3576,30.0,2,8.0,2,24,1,1,8.0,3.0,4,-0.9612,0.7075,2.0,1,8,4,0.0631,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
3577,44.59090909090909,3,15.0,3,30,0,3,5.0,1.0,3,0.7516,-1.615,2.0,4,7,3,0.1234,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
3578,54.0,3,22.0,3,33,1,2,6.0,3.0,3,-0.1048,0.7075,2.0,3,6,4,0.0868,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3579,53.0,5,22.0,4,35,2,3,4.0,3.0,4,0.7516,-0.4537,1.895976122042892,3,8,3,0.1457,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3580,61.0,4,39.0,3,34,0,1,8.0,3.0,3,-0.1048,-0.4537,1.0,4,6,3,0.0908,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3581,20.0,4,1.0,1,33,2,5,5.0,2.0,5,0.7516,-0.4537,2.0,2,8,2,0.0002,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3582,34.0,3,12.0,1,52,1,2,9.0,1.0,3,-0.9612,-0.4537,2.0,4,8,3,0.0296,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
3583,28.0,2,6.0,3,22,1,3,3.0,3.0,4,-0.9612,0.7075,2.0,3,5,3,0.4169,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3584,42.0,3,13.0,3,55,1,3,4.0,4.0,3,1.6081,0.7075,2.0,3,7,4,0.187,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3585,39.32258064516129,5,11.0,1,60,0,2,5.0,1.0,3,-0.9612,-0.4537,1.0,4,6,3,0.27,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3586,34.0,3,6.0,3,50,1,2,5.0,3.0,3,-0.9612,-0.4537,2.0,2,5,3,0.0555,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3587,47.0,1,22.0,4,57,0,3,8.0,4.0,3,-0.9612,-1.615,2.0,3,8,2,0.0543,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
3588,53.0,3,18.0,2,31,1,3,5.0,2.0,5,0.7516,-0.4537,2.0,4,6,5,0.2495,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3589,28.0,3,5.0,2,26,0,1,7.0,2.0,3,-0.9612,0.7075,2.0,4,5,4,0.0782,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3590,19.0,3,0.0,0,71,1,3,4.0,4.0,4,-0.1048,0.7075,3.0,3,6,5,0.2511,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3591,23.0,3,4.0,2,21,1,4,6.0,1.0,3,1.6081,-1.615,1.0,3,5,3,0.0156,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3592,19.0,3,0.0,0,30,2,3,4.0,2.0,5,-0.1048,0.7075,2.0,2,7,3,0.2872,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3593,49.0,3,10.0,4,22,1,4,8.0,3.0,3,0.7516,0.7075,2.0,3,6,1,0.0836,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3594,29.0,4,6.0,1,50,1,3,9.0,2.0,3,-0.1048,-0.4537,2.0,4,8,3,0.7349,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3595,19.0,1,0.0,0,57,2,1,8.0,3.0,3,-0.9612,-0.4537,3.0,3,9,4,0.0794,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3596,23.0,3,4.0,1,24,2,4,8.0,1.0,3,-0.9612,0.7075,2.0,4,7,3,0.1918,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3597,59.0,3,25.0,4,72,1,5,10.0,2.0,3,0.7516,1.8688,2.0,2,8,3,0.0823,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
3598,23.0,4,4.0,4,46,0,4,8.0,3.0,2,0.7516,-0.4537,2.0,3,8,3,0.4934,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
3599,22.0,3,3.0,1,31,0,2,4.0,4.0,4,-0.1048,0.7075,2.0,2,8,3,0.0886,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3600,26.0,4,4.0,1,45,1,2,5.0,4.0,3,-0.9612,-1.615,1.895976122042892,4,7,3,0.3704,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3601,37.0,3,9.0,1,62,1,4,6.0,4.0,3,-0.9612,0.7075,1.895976122042892,2,6,3,0.1994,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3602,27.0,4,3.0,2,71,1,5,5.0,3.0,4,-0.9612,-0.4537,2.0,4,8,4,0.77,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3603,26.0,3,3.0,2,43,0,2,7.0,2.0,3,-1.8176,-0.4537,2.0,2,6,5,0.0848,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
3604,24.058419243986254,4,2.0,2,56,1,1,8.0,1.0,3,0.0026529002824244937,-0.4537,2.0,2,8,3,0.2112,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3605,65.0,4,42.0,3,43,1,3,6.0,1.0,3,-0.1048,-0.4537,2.0,4,7,4,0.6305,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3606,59.096774193548384,3,31.0,1,24,0,4,8.0,1.0,3,-0.1048,0.7075,2.0,2,8,4,0.1002,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3607,37.0,1,11.0,3,66,1,3,7.0,3.0,3,-0.9612,0.7075,1.0,4,9,3,0.1982,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3608,65.0,4,40.0,3,64,1,3,7.0,2.0,4,0.0026529002824244937,-1.615,2.0,2,8,2,0.1092,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3609,41.0,2,3.0,1,44,0,3,8.0,1.0,4,-0.1048,1.8688,2.0,3,7,2,0.4277,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3610,27.0,1,3.0,3,57,2,5,5.0,4.0,4,-1.8176,-0.4537,2.0,3,7,2,0.1605,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
3611,21.0,3,2.0,1,37,1,3,6.0,2.0,3,-0.1048,-0.4537,2.0,2,6,3,0.1545,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
3612,42.0,4,16.0,2,47,1,3,2.0,1.0,4,-0.9612,-0.4537,1.0,3,8,3,0.0142,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3613,25.0,3,6.0,4,63,2,3,5.0,2.0,5,-0.1048,0.7075,1.0,3,7,4,0.0232,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3614,59.0,4,24.0,2,64,1,3,4.0,3.0,3,-1.8176,0.7075,3.0,4,7,3,0.1645,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3615,58.0,3,26.0,3,35,1,2,6.0,4.0,4,-0.9612,-0.4537,2.0,4,6,3,0.2197,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3616,62.0,4,24.0,4,31,1,5,8.0,4.0,4,-0.1048,0.7075,2.0,2,5,3,0.0974,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3617,51.0,3,27.0,4,31,1,5,6.0,2.0,3,-1.8176,-1.615,1.0,4,9,3,0.4234,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3618,25.0,3,6.0,3,71,0,3,5.0,2.0,3,-0.9612,0.7075,2.0,2,8,2,0.1039,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3619,51.0,3,12.0,3,66,1,5,6.0,4.0,4,-0.1048,1.8688,2.0,3,6,4,0.0159,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3620,36.0,4,10.0,4,55,1,3,3.0,2.0,3,0.7516,0.7075,2.0,1,7,4,0.3609,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3621,21.0,3,2.0,2,67,2,3,3.0,1.0,4,-0.9612,-0.4537,1.0,1,5,4,0.1468,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
3622,27.0,3,4.0,1,32,1,3,4.0,4.0,3,0.7516,-1.615,1.895976122042892,4,7,3,0.242,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
